,Open,High,Low,Close,Volume
2023-11-22 14:30:00,390.5700073242187,393.0700073242187,389.0400085449219,390.05999755859375,44121000
2023-11-24 14:30:00,389.6499938964844,390.25,388.5,389.510009765625,15718800
2023-11-27 14:30:00,389.010009765625,391.1499938964844,388.2799987792969,389.1700134277344,34139700
2023-11-28 14:30:00,388.4100036621094,390.7799987792969,388.0499877929687,390.19000244140625,35491100
2023-11-29 14:30:00,392.69000244140625,394.1400146484375,389.4599914550781,389.80999755859375,38811700
2023-11-30 14:30:00,390.0799865722656,390.5499877929687,385.8200073242187,388.8299865722656,52834400
2023-12-01 14:30:00,387.75,390.5400085449219,386.0700073242187,389.94000244140625,40490100
2023-12-04 14:30:00,386.0899963378906,386.6000061035156,382.6600036621094,386.3200073242187,51186900
2023-12-05 14:30:00,384.3900146484375,388.5,384.2099914550781,387.2900085449219,42933000
2023-12-06 14:30:00,390.2699890136719,390.3699951171875,384.7000122070313,385.0499877929687,41994100
2023-12-07 14:30:00,388.0700073242187,391.2699890136719,386.9599914550781,390.4299926757813,49593500
2023-12-08 14:30:00,388.6700134277344,392.6199951171875,388.4800109863281,392.1700134277344,46687500
2023-12-11 14:30:00,391.739990234375,395.7900085449219,391.5299987792969,395.5199890136719,41198000
2023-12-12 14:30:00,395.55999755859375,398.7900085449219,394.4100036621094,398.6700134277344,39221200
2023-12-13 14:30:00,399.6199951171875,404.3599853515625,398.8399963378906,403.739990234375,55408100
2023-12-14 14:30:00,404.9800109863281,406.2999877929687,400.3399963378906,403.3900146484375,55447800
2023-12-15 14:30:00,404.1799926757813,406.5400085449219,403.5700073242187,405.3399963378906,62896600
2023-12-18 14:30:00,404.9299926757813,407.989990234375,404.6000061035156,407.0799865722656,46610000
2023-12-19 14:30:00,407.5400085449219,409.2799987792969,407.3500061035156,409.1600036621094,35711900
2023-12-20 14:30:00,408.3500061035156,410.4700012207031,402.8999938964844,403.0799865722656,54042400
2023-12-21 14:30:00,407.05999755859375,408.1400146484375,404.4700012207031,407.7699890136719,45568900
2023-12-22 14:30:00,409.0,409.9700012207031,406.4800109863281,408.3800048828125,34314000
2023-12-26 14:30:00,409.25,411.55999755859375,409.1499938964844,410.8800048828125,22722500
2023-12-27 14:30:00,410.9500122070313,411.7900085449219,410.0799865722656,411.5,31980500
2023-12-28 14:30:00,412.6700134277344,412.9200134277344,410.94000244140625,411.2999877929687,27029200
2023-12-29 14:30:00,411.2799987792969,411.6400146484375,407.5799865722656,409.5199890136719,42662100
2024-01-02 14:30:00,405.8399963378906,406.0899963378906,400.239990234375,402.5899963378906,58026900
2024-01-03 14:30:00,399.9299926757813,401.0,397.8900146484375,398.3299865722656,47002800
2024-01-04 14:30:00,396.44000244140625,399.5899963378906,396.05999755859375,396.2799987792969,39432800
2024-01-05 14:30:00,396.4500122070313,399.55999755859375,395.3399963378906,396.75,44922800
2024-01-08 14:30:00,397.989990234375,405.239990234375,397.8399963378906,404.9500122070313,42473800
2024-01-09 14:30:00,401.9100036621094,406.69000244140625,401.7099914550781,405.75,39132900
2024-01-10 14:30:00,406.0700073242187,409.5199890136719,405.1700134277344,408.5,33962800
2024-01-11 14:30:00,409.7900085449219,411.2000122070313,404.239990234375,409.3500061035156,54536200
